architecture,n_people,replication,estimate,se,df,rejected
tutor,12,0,-0.021140947760334136,0.02023471617093606,10.989094181553726,false
tutor,12,1,-0.08576579303255479,0.04483202224883769,10.989290437198582,false
tutor,12,2,0.044438322276867344,0.04447945435795505,10.989126716217758,false
tutor,12,3,-0.023386312214973105,0.03184886180872387,10.992887754908617,false
tutor,12,4,-0.012732894278248788,0.03224896517706375,10.995665607131011,false
tutor,12,5,0.055742524298008876,0.03797464329291683,10.988683345950045,false
tutor,12,6,0.08477463822105666,0.038613166901665406,10.996297442046393,false
tutor,12,7,0.011239589134713967,0.024956047042998523,10.998224014186954,false
tutor,12,8,0.01583035656814073,0.03829293373228133,10.998630503507105,false
tutor,12,9,0.01603638631213184,0.031675883507129333,10.9975603629747,false
tutor,12,10,0.03136229313347935,0.0489450970861321,10.998221458308612,false
tutor,12,11,0.006187434942903225,0.04986477641106278,10.99718639771375,false
tutor,12,12,0.015261266693922956,0.02954852829350565,10.989890444409227,false
tutor,12,13,-0.06769295100590433,0.034334877952756,10.98675070018755,false
tutor,12,14,0.036502916784523894,0.04011081601325554,10.987961660000963,false
tutor,12,15,0.023818402773558595,0.03095983998846616,10.993110561596794,false
tutor,12,16,-0.02434887358175764,0.04708604224822979,10.987870804347654,false
tutor,12,17,-0.0003395942946173222,0.02894968666442102,10.987592970574843,false
tutor,12,18,-0.007095352716846122,0.04744369750629477,10.995851190758362,false
tutor,12,19,0.008192523168359056,0.03780041887790644,10.996774690637043,false
tutor,12,20,0.03383366510209086,0.03718781372424659,10.993146841967468,false
tutor,12,21,-0.013694459752361535,0.03735704078989017,10.998867492407639,false
tutor,12,22,-0.006634689252266003,0.043901005660330464,10.997916665248537,false
tutor,12,23,-0.07903411078865176,0.04231070214697771,10.990360273197757,false
tutor,12,24,0.06538280347954903,0.03264441613207704,10.996744356657443,false
tutor,12,25,0.029564857857011916,0.03988031959785681,10.994395445887585,false
tutor,12,26,-0.008621569355822867,0.03619079538726955,10.996896961757619,false
tutor,12,27,-0.028372978398880363,0.035744024146006075,10.994161102574632,false
tutor,12,28,-0.008145714348944386,0.04899553182059409,10.996776609983353,false
tutor,12,29,-0.009008689795024017,0.04886616897621262,10.990716549853492,false
tutor,12,30,-0.033983310352250044,0.04939963433294211,10.994850550100104,false
tutor,12,31,-0.0025957805589883246,0.02299996675527553,10.996685802298074,false
tutor,12,32,-0.009364056614925556,0.04871659803317334,10.993918157483973,false
tutor,12,33,0.021590179271260154,0.03100767532409698,10.991597745162837,false
tutor,12,34,0.030027193605900556,0.030020735981113697,10.989983904197404,false
tutor,12,35,0.01912955371152352,0.02027911167528508,10.99583552257303,false
tutor,12,36,-0.003019195120305969,0.030359135375479643,10.99131951055507,false
tutor,12,37,-0.017022339233048283,0.05898611206082563,10.980236630163443,false
tutor,12,38,-0.01537814276145202,0.04023547200234838,10.992869496370295,false
tutor,12,39,0.018035605058117597,0.04835422085873154,10.983693562919859,false
tutor,12,40,0.010831416243516665,0.0322264198705964,10.987563337112904,false
tutor,12,41,0.03934804176922953,0.035847475124104855,10.99546846892294,false
tutor,12,42,0.06494657156042334,0.03435431977922783,10.994621256082427,false
tutor,12,43,-0.002769102102829182,0.04056814479513056,10.996967012644914,false
tutor,12,44,-0.04312405221347441,0.042676313633340214,10.995750075089594,false
tutor,12,45,-0.002654269385885752,0.046211178215435994,10.990017118764916,false
tutor,12,46,0.0255882966500256,0.03825723734196007,10.995956466956333,false
tutor,12,47,0.0076144257870740485,0.04275308643689079,10.995033423533094,false
tutor,12,48,-0.021722271465076125,0.034949339608026216,10.992976180353311,false
tutor,12,49,-0.041902760192808704,0.03655849645542158,10.980216586503918,false
tutor,12,50,-0.036291322164060204,0.029229160320857,10.983288758033124,false
tutor,12,51,0.04465107138375806,0.03425456508941309,10.995165978871219,false
tutor,12,52,-0.06039311481377261,0.04094967861163565,10.996514067164622,false
tutor,12,53,0.07626847774969356,0.038921795170167334,10.99026501568275,false
tutor,12,54,0.03988261762725756,0.03873678796129788,10.995504643587605,false
tutor,12,55,0.026852233747358657,0.03377704913601874,10.991347285442185,false
tutor,12,56,-0.019491052457275688,0.0295634836967678,10.994077418646443,false
tutor,12,57,-0.005985262445887261,0.04299467028273013,10.99671796544049,false
tutor,12,58,-0.02468012656223211,0.053000111762140284,10.99755818077783,false
