sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,0.46539024762412334,0.7722342610432085,0.8899939032966959,0,-1,0.0,1.4500101755059986
2,1,0.4423045727698507,0.9150725499358865,0.35958038945283655,1,0,0.0,1.4500101755059986
3,1,0.010381058153701939,0.8575233094531883,1.3492653178146927,1,1,0.0,1.4500101755059986
4,1,0.622997378549798,1.16885168237274,1.0408006926179274,1,0,0.0,1.4500101755059986
5,1,1.6131376316743213,2.0134577909274314,2.1635990002263994,0,-1,0.0,1.4500101755059986
6,1,-0.45593249106477735,0.87547394312668,0.807289560035408,1,0,0.0,1.4500101755059986
7,1,-0.4938657914451009,0.5202616353794445,1.831173776356745,1,0,0.0,1.4500101755059986
8,1,0.20470745756051295,0.9801283381961919,0.0443051437303813,0,-1,0.0,1.4500101755059986
9,1,0.48236808349834714,0.9881584109380992,1.8685700714152693,1,0,0.0,1.4500101755059986
10,1,-0.4631778341414826,0.530535469567493,1.5181091065342398,1,0,0.0,1.4500101755059986
11,1,1.6747746703584627,2.0815146172937617,2.2774688698711585,1,1,0.0,1.4500101755059986
12,1,-0.3495833366729789,0.30103852699219347,0.02228492743947358,1,0,0.0,1.4500101755059986
13,1,-0.5015540008348663,0.3196877978941772,0.5425593923707182,0,-1,0.0,1.4500101755059986
14,1,0.024597417761383966,0.6206430984129139,0.244628047918502,1,0,0.0,1.4500101755059986
15,1,-0.045851386258221966,0.5259917887300996,0.3357877850267216,1,0,0.0,1.4500101755059986
16,1,0.908591682745344,1.3533158088236628,0.6103388726426064,1,0,0.0,1.4500101755059986
17,1,0.9033847527284792,1.4190318382040337,1.259678605589728,0,-1,0.0,1.4500101755059986
18,1,0.40826084267414164,0.641235417917674,0.4775545454520921,1,0,0.0,1.4500101755059986
19,1,-1.8140281687111528,-0.5533949426327788,-1.466739518867385,1,0,0.0,1.4500101755059986
20,1,-1.1912710346398845,-0.2114454104625881,-0.15427958147982898,1,0,0.0,1.4500101755059986
21,1,-0.24132778516449854,0.7377618244362383,0.3334078043964248,1,0,0.0,1.4500101755059986
22,1,-0.053250464466379877,0.579223418729099,0.1344716498014082,1,0,0.0,1.4500101755059986
23,1,-0.984721258836788,-0.12383299705183481,-0.7151614918649886,0,-1,0.0,1.4500101755059986
24,1,-0.3083637415834186,0.45510876689824736,0.18363256199250028,1,0,0.0,1.4500101755059986
25,1,0.2577265800526925,0.8703261785212347,0.6051107676927221,0,-1,0.0,1.4500101755059986
26,1,0.2217436346541925,0.9139527895837294,1.1920290433325014,1,0,0.0,1.4500101755059986
27,1,0.04608350232711683,1.0081243339902646,1.097994916651808,1,0,0.0,1.4500101755059986
28,1,1.225334356897885,1.6866726947469317,0.6629117161551517,1,0,0.0,1.4500101755059986
29,1,-0.29040465901029544,0.3155322157948782,0.6737077951732555,1,0,0.0,1.4500101755059986
30,1,1.2469679901678155,1.5512360294091518,1.6104904407093066,1,0,0.0,1.4500101755059986
31,1,-1.3168208159792696,-0.41809189338650155,-0.5745844428109215,0,-1,0.0,1.4500101755059986
32,1,-1.0011883222313047,0.2318879189851118,0.4640920263334381,1,0,0.0,1.4500101755059986
33,1,1.1369493147783656,1.3281893607824033,1.2510798705055122,1,0,0.0,1.4500101755059986
34,1,-1.0958050474018055,-0.08826296031531516,0.1450086587304561,1,1,0.0,1.4500101755059986
35,1,-0.4643630841849107,0.7361601242010888,-0.015577813878009716,0,-1,0.0,1.4500101755059986
36,1,0.9332784219209798,1.6932012372188987,1.9233185592462372,0,-1,0.0,1.4500101755059986
37,1,1.338124919433543,1.6448796488310649,1.130553482453102,1,0,0.0,1.4500101755059986
38,1,0.22216082029105985,1.0927676459934972,0.9278719401194246,1,0,0.0,1.4500101755059986
39,1,-0.5600415848795016,0.30780485853433914,-0.06064574941384682,1,0,0.0,1.4500101755059986
40,1,2.0168475962188968,2.251765666220753,1.5509935408764517,0,-1,0.0,1.4500101755059986
41,1,0.2809284421661209,0.8200617083615003,0.5308485441989008,1,0,0.0,1.4500101755059986
42,1,2.2205054559254105,2.6801156157264234,3.686600863053192,1,0,0.0,1.4500101755059986
43,1,0.523117147841813,1.0459146502424337,1.320093711941242,1,0,0.0,1.4500101755059986
44,1,0.2942972373515219,0.6535409867500908,1.4829165119685928,1,1,0.0,1.4500101755059986
45,1,-1.3255249474237183,-0.061810796840575125,-0.04695156675733471,1,0,0.0,1.4500101755059986
46,1,-1.3234396107635478,-0.44301661537146797,0.39886632715323544,1,0,0.0,1.4500101755059986
47,1,0.051691288755777776,0.5121287747519767,1.1674687255258758,1,1,0.0,1.4500101755059986
48,1,1.1207128193799292,1.211416041673534,0.9175936395922095,1,0,0.0,1.4500101755059986
49,1,2.339969907467347,2.4572644420904868,2.241593341668663,0,-1,0.0,1.4500101755059986
50,1,-0.008760318971348768,1.0317713183786976,0.8829631209296176,1,0,0.0,1.4500101755059986
51,1,-1.0649389881083593,-0.08946951569338507,0.6391795695368527,1,0,0.0,1.4500101755059986
52,1,0.6224923464761514,1.1878897190773856,1.2859747812130407,1,0,0.0,1.4500101755059986
53,1,-0.9045971783536377,0.17871368969001655,0.26465470598062557,1,0,0.0,1.4500101755059986
54,1,-0.34065097303522307,0.6644878497294637,-0.10325571402317679,0,-1,0.0,1.4500101755059986
55,1,-0.8975773617708469,-0.06938393533846121,-0.14900578590858943,1,0,0.0,1.4500101755059986
56,1,1.1105979960122063,1.5804956357558593,2.5955370332332333,1,0,0.0,1.4500101755059986
57,1,-1.4250678944190105,-0.4567181631689219,-0.09045968631367524,1,0,0.0,1.4500101755059986
58,1,0.8331445354276347,1.6584285356455142,1.1698592090553834,1,0,0.0,1.4500101755059986
59,1,0.1374381101364854,0.851446518314999,0.5192801574156496,1,0,0.0,1.4500101755059986
60,1,-0.31940102874900705,0.6136548507990497,0.25452680951768725,1,0,0.0,1.4500101755059986
61,1,-0.3165319279738296,0.6969576432754816,0.8498874690393401,1,0,0.0,1.4500101755059986
62,1,0.269402680333802,0.8960184741067663,0.9994844287121902,1,0,0.0,1.4500101755059986
63,1,1.5804656481404176,2.0266155679888462,1.3727950763847654,1,0,0.0,1.4500101755059986
64,1,-0.24449138113730762,0.9635147731662016,0.8697071627479726,0,-1,0.0,1.4500101755059986
65,1,0.029090673882941592,0.47793356995727526,0.8082865811472381,0,-1,0.0,1.4500101755059986
66,1,0.44406020799756823,0.9100063097649533,-0.41598712920579173,0,-1,0.0,1.4500101755059986
67,1,-0.3832881047852056,0.5449272809369203,1.1525332871797815,1,0,0.0,1.4500101755059986
68,1,0.10190641629913279,0.492138800723629,0.2521060654306638,1,0,0.0,1.4500101755059986
69,1,0.40246317114209895,1.0702853866745172,1.340546168194311,1,0,0.0,1.4500101755059986
70,1,-0.5973119111828191,0.4067572635389631,0.807509056217308,0,-1,0.0,1.4500101755059986
71,1,-0.5142117344913919,0.2985583977049606,0.6209991001869505,0,-1,0.0,1.4500101755059986
72,1,-2.663679843070934,-0.920848494198985,-1.4385386776893188,0,-1,0.0,1.4500101755059986
73,1,-1.454322110326601,-0.014363982687199794,0.16761577346216572,0,-1,0.0,1.4500101755059986
74,1,0.8686775826090809,1.5727569351256485,1.4738352391026504,1,0,0.0,1.4500101755059986
75,1,0.9010405968301425,1.3723090552476147,1.2521536410742649,1,0,0.0,1.4500101755059986
76,1,0.913141030539501,1.4765149110822748,1.718421876758501,0,-1,0.0,1.4500101755059986
77,1,-0.6995010651756611,0.3722033047978307,0.6659109162555039,1,0,0.0,1.4500101755059986
78,1,-0.37192889890786573,0.44373490311197256,0.720900707495042,1,0,0.0,1.4500101755059986
79,1,-0.3447515125156516,0.6802039706363752,-0.2660624519208322,1,0,0.0,1.4500101755059986
80,1,2.028107484229923,2.111456599563875,2.29443739898263,0,-1,0.0,1.4500101755059986
81,1,2.0222348010700446,2.332745465119586,2.6894408087521873,1,0,0.0,1.4500101755059986
82,1,0.7303784724768285,1.2656836515627368,1.2965866735471183,1,0,0.0,1.4500101755059986
83,1,0.42759973699002995,1.1646589560285596,1.0708608603443623,1,0,0.0,1.4500101755059986
84,1,0.15686930809769775,0.3510336240155554,0.5685993396286172,1,0,0.0,1.4500101755059986
85,1,0.0891064382533954,0.9299571653610527,1.1919583240570546,1,1,0.0,1.4500101755059986
86,1,-0.42596681200836384,0.5004037837451255,0.16389544858403815,1,0,0.0,1.4500101755059986
87,1,0.5998646447801488,1.200025363639374,1.3957859752184991,0,-1,0.0,1.4500101755059986
88,1,-0.778317327038844,0.19022071308856034,0.8463328219872528,1,0,0.0,1.4500101755059986
89,1,1.398486271982846,1.8249405559070007,2.18086194737969,1,0,0.0,1.4500101755059986
90,1,1.2178812609704042,1.861187030027335,1.3974898253999308,0,-1,0.0,1.4500101755059986
91,1,-1.8303372774257292,-0.8715984525632929,-1.251860576780739,1,0,0.0,1.4500101755059986
92,1,0.24014617788441794,0.8234763213491194,0.10438057309581195,1,0,0.0,1.4500101755059986
93,1,0.30883600263705524,1.1513955722492046,0.8675643004542533,1,0,0.0,1.4500101755059986
94,1,1.1846448454470422,1.617621374137681,0.988046499641516,1,0,0.0,1.4500101755059986
95,1,-0.6603467917982253,0.23873671907446095,0.7022512828796917,1,0,0.0,1.4500101755059986
96,1,0.4200810453888349,1.2003161087051575,-0.010831419438837697,0,-1,0.0,1.4500101755059986
97,1,-0.3865259538492568,0.20594340720226706,-0.2660603853366094,1,0,0.0,1.4500101755059986
98,1,0.4013054209669916,0.6677634794652122,1.1046129500469934,1,1,0.0,1.4500101755059986
99,1,0.7611266964550014,1.0462564622508173,0.47367377461658866,1,1,0.0,1.4500101755059986
100,1,0.14219650126575537,0.8753369569272712,0.1792738753175448,0,-1,0.0,1.4500101755059986
101,1,1.8442491796334013,2.211860947492683,2.2077071473397027,1,0,0.0,1.4500101755059986
102,1,-0.09314658579287993,0.8396460212154486,1.286800335108025,1,0,0.0,1.4500101755059986
103,1,-1.6626365347380179,-0.022972442495517553,-0.16631274380209188,0,-1,0.0,1.4500101755059986
104,1,-0.7527874324612616,0.3612739218705,-0.1513767295546854,1,1,0.0,1.4500101755059986
105,1,-0.2791830052791734,0.4108687269405986,0.2785630899646667,1,0,0.0,1.4500101755059986
106,1,0.19363648186602628,0.9133690307764218,1.0133912913713448,1,0,0.0,1.4500101755059986
107,1,1.2387188893406875,1.0812118761070928,0.8984966869979913,0,-1,0.0,1.4500101755059986
108,1,1.038952677259664,1.619614967373315,1.4106197408183285,1,0,0.0,1.4500101755059986
109,1,0.6733461776993526,1.069784257339266,0.4422611029807001,1,0,0.0,1.4500101755059986
110,1,-0.3114278708620847,0.9525203095577768,1.035838353024321,0,-1,0.0,1.4500101755059986
111,1,0.5722285957464908,1.4279170589400203,2.7797270723558434,0,-1,0.0,1.4500101755059986
112,1,0.8211908009415381,1.3528180759632291,1.5115075056975624,1,0,0.0,1.4500101755059986
113,1,0.5944582694736725,1.2316130378233765,1.4724894554783963,1,0,0.0,1.4500101755059986
114,1,-1.8113405847643662,-0.32180017606089895,0.5157102560379677,1,1,0.0,1.4500101755059986
115,1,-0.9487153625569207,0.4481237715130882,1.4309096544184348,1,0,0.0,1.4500101755059986
116,1,-0.06554371428134936,0.8384474823716368,0.11323971658504561,1,0,0.0,1.4500101755059986
117,1,-0.5414972445524284,0.1682501691595762,-0.4872156264217377,1,0,0.0,1.4500101755059986
118,1,0.18168902595855277,1.0246426389982923,1.4474856316355054,0,-1,0.0,1.4500101755059986
119,1,-0.038766608001824965,0.5673009540567684,0.628181283932989,1,0,0.0,1.4500101755059986
120,1,-0.8362508178820083,0.0979431439818407,0.44071217338298896,1,0,0.0,1.4500101755059986
121,1,2.830082444659382,2.681087559756555,3.4625393354420515,0,-1,0.0,1.4500101755059986
122,1,-1.290442059734094,-0.17771181035173264,0.5706737972312842,1,0,0.0,1.4500101755059986
123,1,-1.79225555297893,-0.425909157825647,-0.326038301085836,1,0,0.0,1.4500101755059986
124,1,-1.2310314355177425,0.06420646927715817,0.5470429317381745,1,1,0.0,1.4500101755059986
125,1,0.8404145895519335,1.182874905622739,1.4505507507833613,1,0,0.0,1.4500101755059986
126,1,0.572521639325654,1.082655626810486,1.3332264109418737,1,0,0.0,1.4500101755059986
127,1,-0.6392484996932577,0.07594454763431449,-0.14770742668463863,1,0,0.0,1.4500101755059986
128,1,2.923267112105872,2.6011105049414276,1.7560054516537722,1,0,0.0,1.4500101755059986
129,1,-1.6951874018899769,-0.6756936098050015,-0.21386543267840907,1,0,0.0,1.4500101755059986
130,1,0.6255146524823747,1.2923573880659396,0.6319857479696877,1,0,0.0,1.4500101755059986
131,1,-0.5915911308665478,0.1637332935468968,-0.2627286936563458,1,0,0.0,1.4500101755059986
132,1,-1.4893273884197324,-0.3161064114706713,-1.0922171941546268,1,0,0.0,1.4500101755059986
133,1,0.33779512098798475,1.0946969017411836,0.13450432345808894,1,0,0.0,1.4500101755059986
134,1,0.3801272735137189,0.9788874794451008,0.5217956596601255,1,0,0.0,1.4500101755059986
135,1,1.4325315080955934,1.6055313354327676,2.674709540798757,1,1,0.0,1.4500101755059986
136,1,0.24721385497378734,0.6550124200573586,0.0314506850351266,1,0,0.0,1.4500101755059986
137,1,0.38243961106452334,1.2893051273736313,1.6842160053868556,0,-1,0.0,1.4500101755059986
138,1,0.1670086028910045,0.8370667288973331,0.05821292152905366,0,-1,0.0,1.4500101755059986
139,1,0.430976013741471,1.207092106689578,1.4270294045012852,1,0,0.0,1.4500101755059986
140,1,0.8015553672065147,1.2768316410345295,0.5621392026050059,1,0,0.0,1.4500101755059986
141,1,1.3816274570727423,1.704486809379634,2.269333312119398,1,0,0.0,1.4500101755059986
142,1,0.36037885343874543,0.7141024651968597,0.4135845366422083,1,0,0.0,1.4500101755059986
143,1,-0.7303254589967538,-0.22973233550331934,-0.8470863848242802,1,0,0.0,1.4500101755059986
144,1,-0.9014132957157424,0.44464441226780044,1.150165738987861,1,0,0.0,1.4500101755059986
145,1,-0.2934941324555239,0.6020008820377041,1.8087930684406455,0,-1,0.0,1.4500101755059986
146,1,-0.2828882452194972,0.6845463410969592,0.014505921969246716,0,-1,0.0,1.4500101755059986
147,1,-0.4973213893405408,0.39019127493982925,0.6085637555522827,1,0,0.0,1.4500101755059986
148,1,1.1767584280342132,1.562789526954206,0.9929429992736888,1,0,0.0,1.4500101755059986
149,1,0.8516015717133922,1.2111028209086487,1.5543299809747047,1,0,0.0,1.4500101755059986
150,1,-1.5889958177921417,-0.12614063676011086,0.1041798100777854,1,0,0.0,1.4500101755059986
151,1,0.8769384203805726,1.448091250496661,1.2428024445742167,1,0,0.0,1.4500101755059986
