sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,-1.0370208364867128,-0.0667974469592779,0.855105265769905,1,0,1.0,1.0240627378225327
2,1,-0.7416687766720576,0.09619253306957623,0.9021533057506792,1,0,1.0,1.0240627378225327
3,1,0.18179778486676884,0.7249864922243738,0.5127530582172009,1,0,1.0,1.0240627378225327
4,1,-2.042382408903982,-1.1196405740872524,-1.4960438052922274,1,0,1.0,1.0240627378225327
5,1,0.3552101608798435,1.034104625351409,1.7125450666123423,1,0,1.0,1.0240627378225327
6,1,-1.177362653904496,-0.2561595073461631,-0.23773446728982825,1,0,1.0,1.0240627378225327
7,1,0.45214563094521865,1.2588303776531822,1.3439292059863766,1,1,1.0,1.0240627378225327
8,1,-0.09393022728095046,0.6111918581775517,1.295415979239622,1,0,1.0,1.0240627378225327
9,1,-1.1065415848720335,-0.21894285299481853,-0.21797613338390945,1,0,1.0,1.0240627378225327
10,1,-2.058761013433792,-1.1005871977009354,-0.9583933275754324,0,-1,1.0,1.0240627378225327
11,1,-0.05022495516763498,1.0466968284412181,1.7310932802466747,1,1,1.0,1.0240627378225327
12,1,0.41615689361788055,1.2452754922697034,0.2952277915018712,1,0,1.0,1.0240627378225327
13,1,-1.557980833021976,-0.4914778791456858,-0.1510185072761669,0,-1,1.0,1.0240627378225327
14,1,1.0873372460057984,1.501752600826902,1.6198159334034161,1,0,1.0,1.0240627378225327
15,1,0.1536962309572425,0.701313371788748,0.18032991567325363,1,0,1.0,1.0240627378225327
16,1,1.565998784067064,1.8265453750447291,1.9203461106073378,1,0,1.0,1.0240627378225327
17,1,1.491379694022179,1.8664310332359586,1.4671198069006655,1,0,1.0,1.0240627378225327
18,1,-1.443332495737882,-0.7119422044738803,-0.5363117158133409,0,-1,1.0,1.0240627378225327
19,1,-0.9416937400842912,0.6333556037838691,0.5057512792848708,1,0,1.0,1.0240627378225327
20,1,0.429328107135302,0.9977202445219614,1.2515413865594498,1,0,1.0,1.0240627378225327
21,1,-0.7065749326259058,0.4484015737000333,-0.5180063981222474,1,0,1.0,1.0240627378225327
22,1,0.20234081073667443,1.3122498310597237,1.8861931426551455,1,0,1.0,1.0240627378225327
23,1,0.8917292083103527,1.147119580307977,1.3131162196861978,1,0,1.0,1.0240627378225327
24,1,0.3599438889730838,0.9814708987441666,0.5427522534260953,1,0,1.0,1.0240627378225327
25,1,1.998148752210111,2.1053248735248844,1.207572179498197,1,1,1.0,1.0240627378225327
26,1,-0.06945619894167165,1.0128240511313835,1.7899670034655626,1,0,1.0,1.0240627378225327
27,1,1.5318273913288523,1.8517323147889644,1.690995682570351,1,1,1.0,1.0240627378225327
28,1,-0.4326515075783085,0.5972390721302219,0.347043735358723,0,-1,1.0,1.0240627378225327
29,1,-1.8522340635201866,-1.0195809848482786,-1.3755803321494522,1,1,1.0,1.0240627378225327
30,1,0.6845020281192162,1.0046580509381113,0.5470011144509259,1,0,1.0,1.0240627378225327
31,1,2.7315799759333084,2.845957175449313,2.0988425379383213,1,0,1.0,1.0240627378225327
32,1,1.4423171658077343,1.5196637685266166,1.1270087013421606,1,0,1.0,1.0240627378225327
33,1,-0.9822282216252614,0.43732275437578777,0.24742631866343448,0,-1,1.0,1.0240627378225327
34,1,-0.5629539735802812,0.6512743509386762,0.04553436182592929,1,0,1.0,1.0240627378225327
35,1,0.2838496400022858,1.34780614992767,1.121635154934278,1,0,1.0,1.0240627378225327
36,1,-0.34186552907871903,0.19938224610574412,-0.10180402635190394,1,1,1.0,1.0240627378225327
37,1,-0.38474341852774985,0.4257331196436734,0.4288752470127738,1,0,1.0,1.0240627378225327
38,1,-0.47070772428642216,0.7130509147027138,0.41018787674893015,1,0,1.0,1.0240627378225327
39,1,-1.4179541744549402,-0.17937350696199342,-0.14926518887060913,0,-1,1.0,1.0240627378225327
40,1,-0.13054390573437946,0.6620834182150249,1.2938077212145804,1,0,1.0,1.0240627378225327
41,1,-0.8477207048490134,0.37519460093075163,0.5060276058577453,0,-1,1.0,1.0240627378225327
42,1,-0.6006070119032443,0.39658181078084087,-0.7495514192032474,1,0,1.0,1.0240627378225327
43,1,0.11340776502378713,0.6244691397483753,0.6293996228414986,0,-1,1.0,1.0240627378225327
44,1,0.5099018456520078,1.1823208062557804,0.7027363117544977,1,0,1.0,1.0240627378225327
