sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,-1.723063199154817,-0.4190405953546406,-0.1834189340864844,1,1,1.0,1.0240627378225327
2,1,-0.26323567766003053,0.40521202278507223,1.207236741494419,0,-1,1.0,1.0240627378225327
3,1,-0.5546603266527781,0.6470700340004948,0.0010656255404969395,0,-1,1.0,1.0240627378225327
4,1,2.564588765808487,2.7022814959806016,2.4591778124927433,1,0,1.0,1.0240627378225327
5,1,0.8359788422880385,1.1923111786551488,0.4507216051956099,1,0,1.0,1.0240627378225327
6,1,-0.15431261462696813,0.9072332614281555,0.89137876365615,1,0,1.0,1.0240627378225327
7,1,0.278294273220386,0.7335844119727704,0.0023224920335516153,1,0,1.0,1.0240627378225327
8,1,0.4268268207468352,0.8201563242304811,0.22889707463798326,1,0,1.0,1.0240627378225327
9,1,-1.2852326042986357,-0.09305504505354492,-1.0371533305170915,1,0,1.0,1.0240627378225327
10,1,-0.21708344145609226,0.6016957485556973,0.35671053108832945,0,-1,1.0,1.0240627378225327
11,1,2.172967259725586,1.9621416369943323,1.2121260911367955,0,-1,1.0,1.0240627378225327
12,1,-0.9997456284290921,-0.20962047414046825,-0.5686811664935139,0,-1,1.0,1.0240627378225327
13,1,1.2547788408946023,1.9006314970728913,2.4967582961373296,1,0,1.0,1.0240627378225327
14,1,-0.34572552164026765,0.7205409904882124,1.1022344210122064,0,-1,1.0,1.0240627378225327
15,1,0.7430241303265998,1.3482988702329894,0.7548024016316727,0,-1,1.0,1.0240627378225327
16,1,0.014793832704720178,1.1678492741663002,0.9026972919051192,1,0,1.0,1.0240627378225327
17,1,0.14475247296431518,0.9125999845484354,0.41613273500514525,0,-1,1.0,1.0240627378225327
18,1,0.9059604710419077,1.3464828519749013,1.1219151082998375,1,0,1.0,1.0240627378225327
19,1,-1.967094939416762,-0.4356408296346629,-0.27412891100723336,1,0,1.0,1.0240627378225327
20,1,0.10597607062515021,0.539702379105992,1.1935862268687554,0,-1,1.0,1.0240627378225327
21,1,-0.4260689856053936,0.4233310279960218,0.18928242077556384,1,0,1.0,1.0240627378225327
22,1,-0.09510481455097641,0.7034492746376763,0.47589743578851057,1,0,1.0,1.0240627378225327
23,1,0.05653807158575985,0.8425097415033876,-0.6140563457680314,1,0,1.0,1.0240627378225327
24,1,-2.4009379292593587,-0.6337132057230808,-1.5691913263881085,0,-1,1.0,1.0240627378225327
25,1,-0.016178358770085853,0.9559652042355558,1.2634174697541403,0,-1,1.0,1.0240627378225327
26,1,1.0787080466085106,1.4766349943496029,1.8760072878422984,1,0,1.0,1.0240627378225327
27,1,0.22870096339894205,0.8566631099973205,0.6553112889261135,1,0,1.0,1.0240627378225327
28,1,-3.2532180212662336,-1.3971890032954781,-2.139377416105747,0,-1,1.0,1.0240627378225327
29,1,-0.33545296822089765,0.4044650043459255,0.596482244274952,1,0,1.0,1.0240627378225327
30,1,1.9247341683987478,2.1423464780175507,1.5385081572987183,0,-1,1.0,1.0240627378225327
31,1,-0.5066131658510454,1.043616721082335,0.607544814911934,1,0,1.0,1.0240627378225327
32,1,1.4579263572991952,1.6791194215369,2.408099977252874,1,0,1.0,1.0240627378225327
33,1,1.0435295924398473,1.4996470191945164,1.003993378351985,0,-1,1.0,1.0240627378225327
34,1,0.10018761276552401,0.649238529853848,1.7568086647091974,1,1,1.0,1.0240627378225327
35,1,0.43310574693659726,1.1599796507420101,1.4771227332094568,1,0,1.0,1.0240627378225327
36,1,0.5330555911458459,1.161643082512038,0.6281289431574122,0,-1,1.0,1.0240627378225327
37,1,0.17919025664600818,0.9666279300225542,0.8595840218442663,1,0,1.0,1.0240627378225327
38,1,2.4278365743141284,2.3297993780316872,2.5128978727809175,1,0,1.0,1.0240627378225327
39,1,-0.49961520407846066,0.4786289806968068,-0.10461647239016914,1,0,1.0,1.0240627378225327
40,1,-0.8603065268025165,0.4666228082797592,0.07368607089356832,1,0,1.0,1.0240627378225327
41,1,-0.703305961037966,0.1460654503399864,-0.534119647616142,0,-1,1.0,1.0240627378225327
42,1,-1.0537008419267009,-0.08547195431442456,-0.7708781042026902,0,-1,1.0,1.0240627378225327
43,1,0.31669610299654477,0.8470148369403312,-0.0022204259113969282,0,-1,1.0,1.0240627378225327
44,1,-0.8585114969163634,0.1612258718823292,0.447412953238704,1,1,1.0,1.0240627378225327
45,1,-0.5562959635265834,0.11621487906135244,-0.05226942332703294,1,0,1.0,1.0240627378225327
46,1,-0.18164688529144674,0.36569540396677624,0.11055899054963403,0,-1,1.0,1.0240627378225327
47,1,0.12201388717721456,0.9226153515445741,1.239343238684462,1,0,1.0,1.0240627378225327
48,1,0.4007787526204293,1.0741949883624127,0.35653479251936016,1,0,1.0,1.0240627378225327
49,1,-0.3807898470491471,0.40363719996658165,0.7847028317071677,1,0,1.0,1.0240627378225327
50,1,1.288350932887984,1.7000789516920447,2.464720928803335,0,-1,1.0,1.0240627378225327
51,1,-0.8562878413441704,0.15255847313967077,0.22658051614263583,0,-1,1.0,1.0240627378225327
52,1,-0.29345089611675024,0.6216863245852031,0.3032801208894421,1,0,1.0,1.0240627378225327
53,1,-1.15806149439615,-0.3834229091157641,-0.6526896308380846,1,0,1.0,1.0240627378225327
54,1,0.48419365435599593,0.7225895278744197,1.6740846038808521,1,0,1.0,1.0240627378225327
55,1,0.5829472577929751,1.375967511591283,0.1665469991446451,0,-1,1.0,1.0240627378225327
56,1,-0.3199207529474745,0.6378256070195423,1.1653340952710396,1,0,1.0,1.0240627378225327
57,1,-2.030296238489951,-0.4799276813137122,-1.0298075562574294,1,0,1.0,1.0240627378225327
58,1,-0.9339829552380081,0.09003652154793156,0.430179358538854,1,0,1.0,1.0240627378225327
59,1,-1.1283912402853706,0.06310653581525899,0.21080726462137597,0,-1,1.0,1.0240627378225327
60,1,1.7502221005214103,1.7402516128437668,0.5992712851997111,1,0,1.0,1.0240627378225327
61,1,-0.820245855064032,-0.0874235533457029,-0.0023131141890267715,1,0,1.0,1.0240627378225327
62,1,1.1068948583934168,1.5595473765624266,0.7748812847734267,1,0,1.0,1.0240627378225327
63,1,0.8506635171313002,1.7113929714152305,1.62346930254055,1,0,1.0,1.0240627378225327
64,1,-0.9283718684527595,0.20235141560385667,1.6032379476406817,1,0,1.0,1.0240627378225327
65,1,0.4772033142485863,1.2594094270542016,1.840416306547807,1,0,1.0,1.0240627378225327
66,1,-0.043029674894477773,0.5562749124921045,1.5883858284323518,1,0,1.0,1.0240627378225327
67,1,0.3620738262191308,0.9965385646059354,0.319365996559585,1,0,1.0,1.0240627378225327
68,1,1.688372276601858,1.7319005458917491,1.7674766023647341,0,-1,1.0,1.0240627378225327
69,1,0.6967900750956123,1.2584559627117406,1.2248536404783696,1,0,1.0,1.0240627378225327
70,1,0.6133354655762021,1.0326079142396263,-0.13948885849732995,1,0,1.0,1.0240627378225327
71,1,0.5442510342689703,1.049363417464175,1.1298546112888856,0,-1,1.0,1.0240627378225327
72,1,-0.26782525150010145,0.42128868985375856,0.3883457243199818,0,-1,1.0,1.0240627378225327
73,1,0.7161666985199009,1.2286440835270533,1.8970594178743054,1,0,1.0,1.0240627378225327
74,1,-0.541943882801244,0.3555970539542115,-0.5897332447013774,0,-1,1.0,1.0240627378225327
75,1,-1.2489194461876394,0.18374573299283875,0.1538368234508339,1,0,1.0,1.0240627378225327
76,1,-0.9760956843178524,-0.018367584460423123,-0.8809870948679681,0,-1,1.0,1.0240627378225327
77,1,0.7829251399164827,1.0757455415664001,1.0156787879719342,1,0,1.0,1.0240627378225327
78,1,-1.2532586278070057,-0.38358951262419044,-0.5010110019159913,1,0,1.0,1.0240627378225327
79,1,0.2639005033340705,1.485377712781995,1.4413146808002892,0,-1,1.0,1.0240627378225327
80,1,0.838569655659625,1.4256248393296111,1.2288539920224804,1,0,1.0,1.0240627378225327
81,1,-0.9905126744444935,-0.01304740104883255,-0.7993291745291181,0,-1,1.0,1.0240627378225327
82,1,1.060695204270301,1.5742625030451998,2.411898431369364,1,0,1.0,1.0240627378225327
83,1,0.4323813383971607,0.7963056933745949,1.48390832534947,1,1,1.0,1.0240627378225327
84,1,0.5282235660869514,1.1157630161503218,1.554018616486244,1,0,1.0,1.0240627378225327
85,1,1.7199931872311776,2.1594240771404145,2.0899093520725947,1,0,1.0,1.0240627378225327
86,1,1.7651567397052998,1.7766811351990701,1.7929400498380923,1,0,1.0,1.0240627378225327
87,1,1.1877098352661513,1.5794335961635588,1.2264731041550756,1,0,1.0,1.0240627378225327
88,1,1.0810099585369604,1.5520372436408083,2.3550631621613247,1,0,1.0,1.0240627378225327
89,1,0.38348041509102204,0.94345047441785,0.9011826364672295,1,0,1.0,1.0240627378225327
90,1,0.45393283599001305,1.234482987262188,1.1633824553873735,1,0,1.0,1.0240627378225327
91,1,-0.6038417453556332,0.34821403466587975,0.35116331839254433,1,0,1.0,1.0240627378225327
92,1,0.6359389403970519,1.2754023554874665,1.3671610173127788,0,-1,1.0,1.0240627378225327
93,1,-1.2558436460002211,0.07110775728517099,-0.14546203172833974,1,0,1.0,1.0240627378225327
94,1,0.03402966376177169,0.9070151159210675,1.7909703356164146,1,1,1.0,1.0240627378225327
95,1,-0.6131480162039609,0.03104738924508088,0.07839165625573322,1,0,1.0,1.0240627378225327
96,1,0.8458349245129794,1.5387373633449524,2.047954956744878,1,0,1.0,1.0240627378225327
97,1,-0.503181741487511,0.6258639106302165,0.2743853618606457,0,-1,1.0,1.0240627378225327
98,1,-1.970334074254171,-0.875362745807136,-0.6143411623529094,0,-1,1.0,1.0240627378225327
99,1,-0.9002143675138865,0.08138534367466191,-0.4773020430937275,0,-1,1.0,1.0240627378225327
100,1,-0.24007552054762427,0.4698726652312228,0.35343828935841765,1,1,1.0,1.0240627378225327
101,1,1.194277228919945,1.3721393780839335,1.469204038611151,1,0,1.0,1.0240627378225327
102,1,0.07156342808345954,0.49936855047965717,2.1120567795973315,0,-1,1.0,1.0240627378225327
103,1,-0.9227573449306709,0.154068865476844,-0.3643161667774814,0,-1,1.0,1.0240627378225327
104,1,-0.6853125720116524,0.19850113079548093,-1.3046015812865137,1,0,1.0,1.0240627378225327
105,1,1.7742728149148295,2.0445224495481846,1.5795479795606613,1,0,1.0,1.0240627378225327
106,1,-0.7301827313689463,0.16717948441302904,-0.05821327259803197,0,-1,1.0,1.0240627378225327
107,1,-1.958477355446216,-0.8869680821914316,-0.9658903766725421,0,-1,1.0,1.0240627378225327
108,1,-0.9349717181397731,0.3835238909908287,0.1772211372434475,0,-1,1.0,1.0240627378225327
109,1,-0.39474948657295506,0.2914680002990901,0.5225577891081926,0,-1,1.0,1.0240627378225327
110,1,1.3829902624602064,1.9935207622232076,2.4022066610393904,1,0,1.0,1.0240627378225327
111,1,0.8350512942235844,1.6272853812629264,1.3661493015134019,1,0,1.0,1.0240627378225327
112,1,0.7753748598864609,1.067425687872029,1.5838106560801724,1,0,1.0,1.0240627378225327
113,1,-0.42588503633021657,0.3327328851417538,-0.2988092891924389,0,-1,1.0,1.0240627378225327
114,1,0.14301773036771231,0.8815598250178097,0.27644366888074223,0,-1,1.0,1.0240627378225327
115,1,0.01725536595330901,0.8366581791891088,0.6877980185248946,1,0,1.0,1.0240627378225327
116,1,-1.0232589548351105,0.09485032732679885,0.4834458258898463,1,0,1.0,1.0240627378225327
117,1,-0.7573604425858436,0.02778677674324148,-0.6649737969754616,1,0,1.0,1.0240627378225327
118,1,-0.831239839189769,0.5925081679244941,1.0091328929476084,0,-1,1.0,1.0240627378225327
119,1,0.29933818006210167,0.6552185102299622,0.14403788040046828,1,1,1.0,1.0240627378225327
120,1,-1.6196609205613348,-0.11936553937567446,-0.2206241554691226,0,-1,1.0,1.0240627378225327
121,1,0.9543964866931772,1.517914688073373,0.9540542066362361,1,0,1.0,1.0240627378225327
122,1,-0.021137307688758794,0.7453930804412217,1.3151069772568826,1,1,1.0,1.0240627378225327
123,1,0.004355499894333675,0.876568070513103,1.2248604469282842,1,0,1.0,1.0240627378225327
124,1,1.2533611864130598,1.4418608298909117,2.700443786117391,1,0,1.0,1.0240627378225327
125,1,0.17272716745135303,0.9648761841735697,1.795549534047177,1,0,1.0,1.0240627378225327
126,1,0.2979001865742522,1.3743638175879602,1.5190776250749618,1,0,1.0,1.0240627378225327
127,1,0.4158375534637418,0.9214627674328303,1.583028864928015,1,0,1.0,1.0240627378225327
128,1,-0.4653942989052594,0.5565000519856383,0.9065410490106969,1,0,1.0,1.0240627378225327
129,1,-1.3977292285717344,-0.2622519426805918,-0.13717700529829358,0,-1,1.0,1.0240627378225327
130,1,-1.0228524225340299,0.14574393936672903,0.03375818437549649,1,0,1.0,1.0240627378225327
131,1,-1.2142168432739815,-0.0735575453853638,0.012631983355559526,1,0,1.0,1.0240627378225327
132,1,0.19397501941229003,0.8228761299241575,0.811099367822548,1,0,1.0,1.0240627378225327
133,1,-0.7132662746377667,0.13463089180223706,0.4124550453490531,0,-1,1.0,1.0240627378225327
134,1,-0.015059383991679498,0.8508571135651375,0.7831749388320152,1,0,1.0,1.0240627378225327
