sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,0.2534376622583758,1.3329343216397405,1.6936991851424634,1,0,0.0,1.4500101755059986
2,1,0.2689604836076081,1.1430383112518239,1.145900714212155,1,0,0.0,1.4500101755059986
3,1,0.1846137475286188,1.0404007749418696,1.3630727707007162,1,0,0.0,1.4500101755059986
4,1,0.6060361837270546,1.3509734603946808,1.6029584965549892,1,0,0.0,1.4500101755059986
5,1,-1.0415018779557408,-0.12182124264046856,-0.8313940483727876,1,0,0.0,1.4500101755059986
6,1,-1.5012436823872244,-0.16239415163874307,-0.2649771885259907,0,-1,0.0,1.4500101755059986
7,1,-1.052804032585143,-0.06697292341632015,-0.19136575448274246,1,0,0.0,1.4500101755059986
8,1,1.2915352751436482,1.8114316419425698,2.3837963419690906,1,0,0.0,1.4500101755059986
9,1,0.9601239938527459,1.492506044211404,1.0130804871487045,1,0,0.0,1.4500101755059986
10,1,0.2680923116070847,0.8851273688038301,1.200567304353779,1,0,0.0,1.4500101755059986
11,1,-1.1935545139422739,0.3463836907459318,0.5907660979330105,1,0,0.0,1.4500101755059986
12,1,-0.25377618220479703,0.331493524204593,0.3384222572842624,1,0,0.0,1.4500101755059986
13,1,-0.44134461978149697,0.42403944931220994,0.5050284903612078,1,0,0.0,1.4500101755059986
14,1,0.662707460289177,1.2342944007645795,1.7351187870592844,1,0,0.0,1.4500101755059986
15,1,-1.1524736513299312,-0.052365798953332765,-0.5996486873905738,1,0,0.0,1.4500101755059986
16,1,0.1942496757088062,0.695886460978787,1.0883203302335387,1,0,0.0,1.4500101755059986
17,1,-0.6291931755386704,0.18807173207537986,-0.1791732122127488,1,0,0.0,1.4500101755059986
18,1,-0.35177014075314655,0.32682243429488206,-0.20908928748627736,1,0,0.0,1.4500101755059986
19,1,-0.5574204315370417,0.31295094476896124,0.4843525388805876,1,0,0.0,1.4500101755059986
20,1,1.4234153886550454,1.682353719743999,1.8848785534120236,1,0,0.0,1.4500101755059986
21,1,-1.1136566875653464,-0.1462500487014217,-0.15890104533471347,1,0,0.0,1.4500101755059986
22,1,-0.13669858334623375,0.6100009933309204,0.7225754611312731,1,0,0.0,1.4500101755059986
23,1,-1.0016446068528122,-0.2613402371574714,-0.7002691651458842,1,0,0.0,1.4500101755059986
24,1,1.2442700264351199,1.5059888644146884,0.14228093500071615,0,-1,0.0,1.4500101755059986
25,1,0.11377686017443774,0.5526596689679946,0.9650838385894938,1,0,0.0,1.4500101755059986
26,1,0.6587330476142019,1.5822958112977639,1.9105351242001694,1,0,0.0,1.4500101755059986
27,1,-0.3460568239123604,0.7788559568516296,0.6937460584083219,1,1,0.0,1.4500101755059986
28,1,1.0522590817153405,1.5394505304546988,1.389526617536016,1,0,0.0,1.4500101755059986
29,1,0.35738876547162723,1.2866764097000545,1.3858988715705718,1,0,0.0,1.4500101755059986
30,1,1.2113351168828719,1.5630850544170054,1.6073455550050273,0,-1,0.0,1.4500101755059986
31,1,-1.1085593086806003,-0.030596910133513754,0.5917581948076003,0,-1,0.0,1.4500101755059986
32,1,0.7693291739616726,0.8360460538447358,0.5647745134042412,0,-1,0.0,1.4500101755059986
33,1,1.0440813451935753,1.5031255200455993,0.9223369928640589,0,-1,0.0,1.4500101755059986
34,1,-1.606907859962754,-0.6974325038811053,-1.4129285971409478,1,0,0.0,1.4500101755059986
35,1,0.9877316260213068,1.2792608649992172,1.5130282136872637,1,0,0.0,1.4500101755059986
36,1,0.5342863253364112,1.1013477616852596,1.1230856380076206,1,0,0.0,1.4500101755059986
37,1,-0.6800797546620112,0.1617624678837807,0.7763497696719488,1,0,0.0,1.4500101755059986
38,1,-0.3834665516288172,0.3229355632703939,0.3579356647036368,1,0,0.0,1.4500101755059986
39,1,0.4263134533273678,0.8972647378339509,1.2151105728256288,0,-1,0.0,1.4500101755059986
40,1,-0.27907176983133625,0.37322896577831166,0.7481242326862165,1,1,0.0,1.4500101755059986
41,1,-0.08741460024738527,0.6232265325804376,-0.06400808597462937,1,0,0.0,1.4500101755059986
42,1,-0.9876730273642212,0.305202040521973,-0.01808935876829232,1,0,0.0,1.4500101755059986
43,1,-1.47702090941651,0.09231696284644797,0.28369870757888394,1,0,0.0,1.4500101755059986
44,1,0.6238873882440135,1.242229667584455,1.2780647763972701,0,-1,0.0,1.4500101755059986
45,1,0.188471494014192,1.2227258749120737,0.6986556468900581,0,-1,0.0,1.4500101755059986
46,1,-1.0092582802718046,0.3866537816364305,0.5223319545318634,0,-1,0.0,1.4500101755059986
47,1,1.1484812880368858,1.4912997536403207,0.9856896164590281,0,-1,0.0,1.4500101755059986
48,1,0.5357682020822366,1.100571408397804,1.5593151161932286,0,-1,0.0,1.4500101755059986
49,1,-0.9814772414952043,-0.017460980339160603,0.2995079946968418,1,0,0.0,1.4500101755059986
50,1,-0.9073587275261431,0.10736386465233479,1.1322508731628917,1,1,0.0,1.4500101755059986
51,1,1.167468095697928,1.6498465999560594,1.262224261165447,1,0,0.0,1.4500101755059986
52,1,-0.7329550829678873,0.454382878223507,-0.29622843421151224,0,-1,0.0,1.4500101755059986
53,1,-0.8819030743560173,0.07424196138158244,1.2010718887602596,1,0,0.0,1.4500101755059986
54,1,-0.5664370325612939,0.14842362375911242,1.1792144881632045,1,0,0.0,1.4500101755059986
55,1,-0.9331267159294414,0.10982027858121679,-0.31551289706294977,1,0,0.0,1.4500101755059986
56,1,-0.8279335598031141,-0.4309258593530261,-0.5179521129010599,1,1,0.0,1.4500101755059986
57,1,-2.1562833217471615,-0.7959851327761225,-0.049975985703418435,1,0,0.0,1.4500101755059986
58,1,1.2061944896654844,1.6837673150766892,1.5973945700483516,1,0,0.0,1.4500101755059986
59,1,-0.7192807327351658,0.3108414547521017,0.37921911977546563,1,0,0.0,1.4500101755059986
60,1,0.13016659181821216,0.7650816258443863,1.03292648963376,1,0,0.0,1.4500101755059986
61,1,0.3123495913108548,1.0158620384676942,0.7638458239954307,1,0,0.0,1.4500101755059986
62,1,0.5918488248397715,1.2282655804766236,0.9809829730286774,1,0,0.0,1.4500101755059986
63,1,0.33549918003512663,1.3009799658425942,1.8671152285378705,1,0,0.0,1.4500101755059986
64,1,-1.142851742727918,0.3165313724001043,0.6670288336077079,1,0,0.0,1.4500101755059986
65,1,2.2188003880729825,2.2706187626418792,0.7620694429358186,1,0,0.0,1.4500101755059986
66,1,0.448074483881272,0.7104882242866546,1.00824380172292,1,0,0.0,1.4500101755059986
67,1,-1.4265956172314254,-0.30607620060846386,-0.2673277097580059,1,0,0.0,1.4500101755059986
68,1,0.429954089482245,0.8589757294368197,0.7014365973655681,0,-1,0.0,1.4500101755059986
69,1,-2.4983351036070998,-1.2862296565975944,-1.3758258427158683,1,0,0.0,1.4500101755059986
70,1,-1.6193090137348418,-0.4087416538580525,-0.36555607665432754,1,0,0.0,1.4500101755059986
71,1,-0.9193393235652723,-0.03360583520118479,-0.11739302794086717,1,0,0.0,1.4500101755059986
72,1,1.184771746971259,1.8146460543661616,1.9015453192093894,1,0,0.0,1.4500101755059986
73,1,0.6471565410920681,1.0781449437661745,0.505691526415515,1,0,0.0,1.4500101755059986
74,1,-0.8862010543571768,0.05332203666338764,0.05734720445182187,1,0,0.0,1.4500101755059986
75,1,0.06379922051797271,0.7150066100149026,0.6354083192100164,1,0,0.0,1.4500101755059986
76,1,-2.094828023593773,-1.0724806862740446,-0.636773661677607,1,1,0.0,1.4500101755059986
77,1,0.5166449369019325,1.4016387568976365,1.4568141120225493,1,0,0.0,1.4500101755059986
78,1,0.4216164161259256,1.0465107420470794,1.9070488900154323,1,0,0.0,1.4500101755059986
79,1,-0.9905108966421758,-0.1502403992481648,-0.49235269831337297,1,0,0.0,1.4500101755059986
80,1,-0.06389372365000046,0.7512933343380591,0.13959783191467945,1,0,0.0,1.4500101755059986
81,1,-0.2876666315232131,0.6795477977622011,0.8996481222218672,1,0,0.0,1.4500101755059986
82,1,1.1607671677402045,1.516196474192354,2.0896681258919285,1,0,0.0,1.4500101755059986
83,1,-0.40017267851462435,0.9062986647869762,0.7878995992958853,1,1,0.0,1.4500101755059986
84,1,-1.8907759444099317,-0.5833868621094731,0.18023177339944507,1,0,0.0,1.4500101755059986
85,1,-0.2793190602682827,0.5217850822970348,0.9150557101250568,1,0,0.0,1.4500101755059986
86,1,-1.2439171511935343,-0.4275563028939096,0.20529945030915714,1,0,0.0,1.4500101755059986
87,1,-0.2430240462196822,0.9091131131141945,0.849896309196656,1,0,0.0,1.4500101755059986
88,1,-1.1509197421414505,0.04123773337210604,0.6848314409155044,1,0,0.0,1.4500101755059986
89,1,0.2986345273994123,0.8387198571023625,0.6419406561060547,1,0,0.0,1.4500101755059986
90,1,-1.8314043984923143,-0.5877183637040462,-0.637951513171326,1,0,0.0,1.4500101755059986
91,1,-1.1792931740746606,0.11619456666400893,-0.551865972241686,0,-1,0.0,1.4500101755059986
92,1,-2.4953046822526335,-0.7303790178230154,-0.6796312259776431,1,0,0.0,1.4500101755059986
93,1,1.3387271189207692,1.4831256904868835,1.0307370409567702,0,-1,0.0,1.4500101755059986
94,1,0.4643795190570394,1.0782786001490234,0.8749882420397549,1,0,0.0,1.4500101755059986
95,1,-0.16970608413566723,0.7695846007862135,1.5302493693051307,0,-1,0.0,1.4500101755059986
96,1,-2.465898829097697,-0.7817011597721848,-1.4387886388131297,1,0,0.0,1.4500101755059986
97,1,-0.0014154823945901063,0.7052776061713608,0.18359750402472053,1,0,0.0,1.4500101755059986
98,1,0.2655671686757667,1.080032015487298,0.5740711081532248,0,-1,0.0,1.4500101755059986
99,1,-0.3168947910587245,0.9024397520445535,1.2030234493509384,0,-1,0.0,1.4500101755059986
100,1,-0.17226457817748914,0.8739449473644457,1.233578089272289,0,-1,0.0,1.4500101755059986
101,1,0.6390590446305267,1.2500558055328814,0.7478528029175656,1,0,0.0,1.4500101755059986
102,1,0.08931999067871026,0.8063364376327501,0.3657729392444085,1,0,0.0,1.4500101755059986
103,1,-0.5681043044004707,0.3556220100683249,0.5008239803585602,1,0,0.0,1.4500101755059986
104,1,0.6400856502598824,1.067846976576668,1.5150252697260154,1,0,0.0,1.4500101755059986
105,1,0.6046365772489392,1.136393787127745,1.9350509977867578,1,0,0.0,1.4500101755059986
106,1,1.511989488762864,1.883846287409246,3.372205608526473,0,-1,0.0,1.4500101755059986
107,1,0.5034867488401347,1.1232400286312423,0.802885503498139,1,0,0.0,1.4500101755059986
108,1,1.1372541654211785,1.6897207700215715,1.7633733784270516,0,-1,0.0,1.4500101755059986
109,1,-0.4456579718982793,0.40791706604516165,0.8444537968066934,1,0,0.0,1.4500101755059986
110,1,-1.4615955056309056,0.054937556200661486,-0.31711966704617306,1,0,0.0,1.4500101755059986
111,1,1.0207302821189435,1.363574755803044,1.672081558703073,1,0,0.0,1.4500101755059986
112,1,0.3871980847229961,1.1616543343627785,1.0729893540269224,1,0,0.0,1.4500101755059986
113,1,1.636042288763156,1.761064146144647,2.213646560918299,1,0,0.0,1.4500101755059986
114,1,1.383375420543437,1.8662516024342457,1.7538212713868957,1,1,0.0,1.4500101755059986
115,1,1.108554414424787,1.627850289263402,1.6989689814548234,1,0,0.0,1.4500101755059986
116,1,0.9607045834218823,1.258716331618659,1.2869844572508933,1,0,0.0,1.4500101755059986
117,1,-0.03822212622193655,0.6540984483600696,0.15626106050359279,1,0,0.0,1.4500101755059986
118,1,-1.6800089831947607,-0.5026199960069153,-1.4084621864910765,1,0,0.0,1.4500101755059986
119,1,-0.4676012733989749,0.3964689658584601,0.4909978226636107,0,-1,0.0,1.4500101755059986
120,1,-0.46151490948089235,0.2027378808528172,-0.18122307110793573,1,0,0.0,1.4500101755059986
121,1,1.1060598925861596,1.2793525191086577,0.7831478312754242,1,0,0.0,1.4500101755059986
