sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,-1.723063199154817,-0.4190405953546406,-0.1834189340864844,0,-1,2.0,0.9468387812376022
2,1,-0.26323567766003053,0.40521202278507223,1.207236741494419,0,-1,2.0,0.9468387812376022
3,1,-0.5546603266527781,0.6470700340004948,0.0010656255404969395,0,-1,2.0,0.9468387812376022
4,1,2.564588765808487,2.7022814959806016,2.4591778124927433,1,0,2.0,0.9468387812376022
5,1,0.8359788422880385,1.1923111786551488,0.4507216051956099,1,0,2.0,0.9468387812376022
6,1,-0.15431261462696813,0.9072332614281555,0.89137876365615,1,0,2.0,0.9468387812376022
7,1,0.278294273220386,0.7335844119727704,0.0023224920335516153,1,0,2.0,0.9468387812376022
8,1,0.4268268207468352,0.8201563242304811,0.22889707463798326,1,0,2.0,0.9468387812376022
9,1,-1.2852326042986357,-0.09305504505354492,-1.0371533305170915,1,0,2.0,0.9468387812376022
10,1,-0.21708344145609226,0.6016957485556973,0.35671053108832945,0,-1,2.0,0.9468387812376022
11,1,2.172967259725586,1.9621416369943323,1.2121260911367955,0,-1,2.0,0.9468387812376022
12,1,-0.9997456284290921,-0.20962047414046825,-0.5686811664935139,0,-1,2.0,0.9468387812376022
13,1,1.2547788408946023,1.9006314970728913,2.4967582961373296,1,0,2.0,0.9468387812376022
14,1,-0.34572552164026765,0.7205409904882124,1.1022344210122064,0,-1,2.0,0.9468387812376022
15,1,0.7430241303265998,1.3482988702329894,0.7548024016316727,0,-1,2.0,0.9468387812376022
16,1,0.014793832704720178,1.1678492741663002,0.9026972919051192,1,0,2.0,0.9468387812376022
17,1,0.14475247296431518,0.9125999845484354,0.41613273500514525,0,-1,2.0,0.9468387812376022
18,1,0.9059604710419077,1.3464828519749013,1.1219151082998375,1,0,2.0,0.9468387812376022
19,1,-1.967094939416762,-0.4356408296346629,-0.27412891100723336,1,0,2.0,0.9468387812376022
20,1,0.10597607062515021,0.539702379105992,1.1935862268687554,0,-1,2.0,0.9468387812376022
21,1,-0.4260689856053936,0.4233310279960218,0.18928242077556384,1,0,2.0,0.9468387812376022
22,1,-0.09510481455097641,0.7034492746376763,0.47589743578851057,1,0,2.0,0.9468387812376022
23,1,0.05653807158575985,0.8425097415033876,-0.6140563457680314,1,0,2.0,0.9468387812376022
