sequence,opportunity,z0,plan,action,observed,y,lambda,alpha
1,1,-1.723063199154817,-0.4190405953546406,-0.1834189340864844,1,1,0.0,1.4500101755059986
2,1,-0.26323567766003053,0.40521202278507223,1.207236741494419,0,-1,0.0,1.4500101755059986
3,1,-0.5546603266527781,0.6470700340004948,0.0010656255404969395,0,-1,0.0,1.4500101755059986
4,1,2.564588765808487,2.7022814959806016,2.4591778124927433,1,0,0.0,1.4500101755059986
5,1,0.8359788422880385,1.1923111786551488,0.4507216051956099,1,0,0.0,1.4500101755059986
6,1,-0.15431261462696813,0.9072332614281555,0.89137876365615,1,0,0.0,1.4500101755059986
7,1,0.278294273220386,0.7335844119727704,0.0023224920335516153,1,0,0.0,1.4500101755059986
8,1,0.4268268207468352,0.8201563242304811,0.22889707463798326,1,0,0.0,1.4500101755059986
9,1,-1.2852326042986357,-0.09305504505354492,-1.0371533305170915,1,0,0.0,1.4500101755059986
10,1,-0.21708344145609226,0.6016957485556973,0.35671053108832945,0,-1,0.0,1.4500101755059986
11,1,2.172967259725586,1.9621416369943323,1.2121260911367955,0,-1,0.0,1.4500101755059986
12,1,-0.9997456284290921,-0.20962047414046825,-0.5686811664935139,1,0,0.0,1.4500101755059986
13,1,1.2547788408946023,1.9006314970728913,2.4967582961373296,1,0,0.0,1.4500101755059986
14,1,-0.34572552164026765,0.7205409904882124,1.1022344210122064,0,-1,0.0,1.4500101755059986
15,1,0.7430241303265998,1.3482988702329894,0.7548024016316727,0,-1,0.0,1.4500101755059986
16,1,0.014793832704720178,1.1678492741663002,0.9026972919051192,1,0,0.0,1.4500101755059986
17,1,0.14475247296431518,0.9125999845484354,0.41613273500514525,1,0,0.0,1.4500101755059986
18,1,0.9059604710419077,1.3464828519749013,1.1219151082998375,1,0,0.0,1.4500101755059986
19,1,-1.967094939416762,-0.4356408296346629,-0.27412891100723336,1,0,0.0,1.4500101755059986
20,1,0.10597607062515021,0.539702379105992,1.1935862268687554,0,-1,0.0,1.4500101755059986
21,1,-0.4260689856053936,0.4233310279960218,0.18928242077556384,1,0,0.0,1.4500101755059986
22,1,-0.09510481455097641,0.7034492746376763,0.47589743578851057,1,0,0.0,1.4500101755059986
23,1,0.05653807158575985,0.8425097415033876,-0.6140563457680314,1,0,0.0,1.4500101755059986
24,1,-2.4009379292593587,-0.6337132057230808,-1.5691913263881085,0,-1,0.0,1.4500101755059986
25,1,-0.016178358770085853,0.9559652042355558,1.2634174697541403,0,-1,0.0,1.4500101755059986
26,1,1.0787080466085106,1.4766349943496029,1.8760072878422984,1,0,0.0,1.4500101755059986
27,1,0.22870096339894205,0.8566631099973205,0.6553112889261135,1,0,0.0,1.4500101755059986
28,1,-3.2532180212662336,-1.3971890032954781,-2.139377416105747,0,-1,0.0,1.4500101755059986
29,1,-0.33545296822089765,0.4044650043459255,0.596482244274952,1,0,0.0,1.4500101755059986
30,1,1.9247341683987478,2.1423464780175507,1.5385081572987183,0,-1,0.0,1.4500101755059986
31,1,-0.5066131658510454,1.043616721082335,0.607544814911934,1,0,0.0,1.4500101755059986
32,1,1.4579263572991952,1.6791194215369,2.408099977252874,1,0,0.0,1.4500101755059986
33,1,1.0435295924398473,1.4996470191945164,1.003993378351985,0,-1,0.0,1.4500101755059986
34,1,0.10018761276552401,0.649238529853848,1.7568086647091974,1,1,0.0,1.4500101755059986
35,1,0.43310574693659726,1.1599796507420101,1.4771227332094568,1,0,0.0,1.4500101755059986
36,1,0.5330555911458459,1.161643082512038,0.6281289431574122,0,-1,0.0,1.4500101755059986
37,1,0.17919025664600818,0.9666279300225542,0.8595840218442663,1,0,0.0,1.4500101755059986
38,1,2.4278365743141284,2.3297993780316872,2.5128978727809175,1,0,0.0,1.4500101755059986
39,1,-0.49961520407846066,0.4786289806968068,-0.10461647239016914,1,0,0.0,1.4500101755059986
40,1,-0.8603065268025165,0.4666228082797592,0.07368607089356832,1,0,0.0,1.4500101755059986
41,1,-0.703305961037966,0.1460654503399864,-0.534119647616142,0,-1,0.0,1.4500101755059986
42,1,-1.0537008419267009,-0.08547195431442456,-0.7708781042026902,1,0,0.0,1.4500101755059986
43,1,0.31669610299654477,0.8470148369403312,-0.0022204259113969282,0,-1,0.0,1.4500101755059986
44,1,-0.8585114969163634,0.1612258718823292,0.447412953238704,1,1,0.0,1.4500101755059986
45,1,-0.5562959635265834,0.11621487906135244,-0.05226942332703294,1,0,0.0,1.4500101755059986
46,1,-0.18164688529144674,0.36569540396677624,0.11055899054963403,1,0,0.0,1.4500101755059986
47,1,0.12201388717721456,0.9226153515445741,1.239343238684462,1,0,0.0,1.4500101755059986
48,1,0.4007787526204293,1.0741949883624127,0.35653479251936016,1,0,0.0,1.4500101755059986
49,1,-0.3807898470491471,0.40363719996658165,0.7847028317071677,1,0,0.0,1.4500101755059986
50,1,1.288350932887984,1.7000789516920447,2.464720928803335,0,-1,0.0,1.4500101755059986
51,1,-0.8562878413441704,0.15255847313967077,0.22658051614263583,0,-1,0.0,1.4500101755059986
52,1,-0.29345089611675024,0.6216863245852031,0.3032801208894421,1,0,0.0,1.4500101755059986
53,1,-1.15806149439615,-0.3834229091157641,-0.6526896308380846,1,0,0.0,1.4500101755059986
54,1,0.48419365435599593,0.7225895278744197,1.6740846038808521,1,0,0.0,1.4500101755059986
55,1,0.5829472577929751,1.375967511591283,0.1665469991446451,0,-1,0.0,1.4500101755059986
56,1,-0.3199207529474745,0.6378256070195423,1.1653340952710396,1,0,0.0,1.4500101755059986
57,1,-2.030296238489951,-0.4799276813137122,-1.0298075562574294,1,0,0.0,1.4500101755059986
58,1,-0.9339829552380081,0.09003652154793156,0.430179358538854,1,0,0.0,1.4500101755059986
59,1,-1.1283912402853706,0.06310653581525899,0.21080726462137597,1,1,0.0,1.4500101755059986
60,1,1.7502221005214103,1.7402516128437668,0.5992712851997111,1,0,0.0,1.4500101755059986
61,1,-0.820245855064032,-0.0874235533457029,-0.0023131141890267715,1,0,0.0,1.4500101755059986
62,1,1.1068948583934168,1.5595473765624266,0.7748812847734267,1,0,0.0,1.4500101755059986
63,1,0.8506635171313002,1.7113929714152305,1.62346930254055,1,0,0.0,1.4500101755059986
64,1,-0.9283718684527595,0.20235141560385667,1.6032379476406817,1,0,0.0,1.4500101755059986
65,1,0.4772033142485863,1.2594094270542016,1.840416306547807,1,0,0.0,1.4500101755059986
66,1,-0.043029674894477773,0.5562749124921045,1.5883858284323518,1,0,0.0,1.4500101755059986
67,1,0.3620738262191308,0.9965385646059354,0.319365996559585,1,0,0.0,1.4500101755059986
68,1,1.688372276601858,1.7319005458917491,1.7674766023647341,0,-1,0.0,1.4500101755059986
69,1,0.6967900750956123,1.2584559627117406,1.2248536404783696,1,0,0.0,1.4500101755059986
70,1,0.6133354655762021,1.0326079142396263,-0.13948885849732995,1,0,0.0,1.4500101755059986
